formal_experiment,selected_from,checkpoint_epoch,mlp_test_mse,mlp_test_l1,mlp_test_diff_l1,mlp_test_sam,mlp_test_psnr,pinv_clean0_mse,pinv_clean0_l1,pinv_clean0_diff_l1,pinv_clean0_sam,pinv_clean0_psnr,T_mean,tor_percent,phi_effective_rank,phi_condition_number,phi_coherence
results_phase1_formal_selected_150,phase1_subspace010_50,138,0.00027452060021460056,0.0072562675923109055,0.0008963030413724482,0.08037828654050827,35.61425018310547,1.410562799719628e-05,0.0019592924509197474,0.0010047309333458543,0.030475515872240067,48.506072998046875,0.8018894195556641,1.9868168830871582,2.977189064025879,146947.640625,0.9545103907585144
