name,channels,checkpoint_epoch,phi_shape,phi_effective_rank,phi_numerical_rank,phi_condition_number,phi_coherence,phi_tor_percent,phi_singular_min,phi_singular_max,train_subspace_residual,test_subspace_residual,mlp_test_mse,mlp_test_l1,mlp_test_diff_l1,mlp_test_psnr,mlp_test_sam,mlp_T_mean,mlp_tor_percent,pinv_test_mse,pinv_test_l1,pinv_test_diff_l1,pinv_test_psnr,pinv_test_sam,mlp_mse_improvement_over_pinv
16ch_t06_tor20_150,16,150,16x151,3.8119291408343283,16,1586.073952169175,0.8866080045700073,1.998583197593689,0.02104992020230551,33.38673012811646,0.0003525888520791638,0.0003790043485331145,0.0001923546806210652,0.006142552476376295,0.0008210735395550728,37.158973693847656,0.07128902524709702,0.6778309941291809,1.9985500574111938,0.0003757860977202654,0.00990855973213911,0.0034651905298233032,34.25059509277344,0.18828238546848297,0.4881272037789601
25ch_t06_tor20_150,25,141,25x151,3.9660403004493903,25,28416.56516332482,0.8938702344894409,1.9968541860580444,0.0014928364505248076,42.42128427452472,7.078168204730576e-05,7.562050941001096e-05,0.00015349341265391558,0.005512238945811987,0.000780263333581388,38.139102935791016,0.06552477180957794,0.6891209483146667,1.9968383312225342,4.3837666453327984e-05,0.0035274766851216555,0.0019180304370820522,43.58152389526367,0.06093105301260948,-2.501404729591006
36ch_t06_tor15_150,36,148,36x151,3.149258386565756,36,6464145.970071831,0.9485285878181458,1.4940334558486938,9.008550742552436e-06,58.232586978657935,1.3855385480132107e-05,1.5002090697206958e-05,0.00022760558931622654,0.006501713767647743,0.0008782119257375598,36.42816925048828,0.07682276517152786,0.7883791327476501,1.494033694267273,0.0012888151686638594,0.014058047905564308,0.012860968708992004,28.898094177246094,0.12944021821022034,0.8233993555862709
